89600000000;13053-103;vazio;vazio
18400000072;13053-104;vazio;vazio
30900000082;13053-105;vazio;vazio
47300000053;13053-106;vazio;vazio
23800000008;13053-112;vazio;vazio
12400000069;13053-113;vazio;vazio
02100000071;13053-114;vazio;vazio
68300000097;13053-115;vazio;vazio
35500000063;13053-116;vazio;vazio
01000000028;13053-117;vazio;vazio
40900000090;13053-118;vazio;vazio
69000000025;13053-119;vazio;vazio
19100000000;13053-120;vazio;vazio
02200000006;13053-121;vazio;vazio
10300000006;13053-122;vazio;vazio
10500000050;13053-123;vazio;vazio
13700000065;13053-124;vazio;vazio
14900000035;13053-125;vazio;vazio
15300000094;13053-126;vazio;vazio
21200000005;13053-127;vazio;vazio
21100000070;13053-128;vazio;vazio
19700000079;13053-129;vazio;vazio
24300000085;13053-130;vazio;vazio
33200000040;13053-131;vazio;vazio
27900000003;13053-132;vazio;vazio
19400000090;13053-133;vazio;vazio
21800000065;13053-134;vazio;vazio
22500000001;13053-135;vazio;vazio
16700000017;13053-136;vazio;vazio
27600000016;13053-137;vazio;vazio
33600000055;13053-138;vazio;vazio
17000000040;13053-139;vazio;vazio
22400000077;13053-140;vazio;vazio
14100000014;13053-141;vazio;vazio
20900000074;13053-142;vazio;vazio
24900000043;13053-143;vazio;vazio
16900000070;13053-144;vazio;vazio
17100000076;13053-145;vazio;vazio
27100000084;13053-146;vazio;vazio
21600000002;13053-147;vazio;vazio
29600000050;13053-148;vazio;vazio
18500000007;13053-149;vazio;vazio
32800000090;13053-150;vazio;vazio
32200000022;13053-151;vazio;vazio
31700000047;13053-152;vazio;vazio
32400000085;13053-153;vazio;vazio
12700000048;13053-154;vazio;vazio
65500000098;13053-155;vazio;vazio
93700000030;13053-156;vazio;vazio
92200000081;13053-157;vazio;vazio
93400000051;13053-158;vazio;vazio
92900000076;13053-159;vazio;vazio
92700000013;13053-160;vazio;vazio
91200000064;13053-161;vazio;vazio
04000000080;13053-162;vazio;vazio
15100000031;13053-163;vazio;vazio
15600000073;13053-164;vazio;vazio
25600000081;13053-165;vazio;vazio
91500000043;13053-166;vazio;vazio
92500000060;13053-167;vazio;vazio
92500000060;13053-168;vazio;vazio
92500000060;13053-169;vazio;vazio
92500000060;13053-170;vazio;vazio
92500000060;13053-171;vazio;vazio
92500000060;13053-172;vazio;vazio
92500000060;13053-173;vazio;vazio
92500000060;13053-174;vazio;vazio
92500000060;13053-175;vazio;vazio
99600000018;13053-176;vazio;vazio
93200000007;13053-177;vazio;vazio
19300000063;13053-178;vazio;vazio
35900000079;13053-179;vazio;vazio
35800000042;13053-180;vazio;vazio
15800000026;13053-181;vazio;vazio
13500000002;13053-182;vazio;vazio
11200000099;13053-183;vazio;vazio
09000000076;13053-184;vazio;vazio
33300000076;13053-185;vazio;vazio
31200000005;13053-186;vazio;vazio
24100000022;13053-187;vazio;vazio
29500000024;13053-188;vazio;vazio
12800000074;13053-189;vazio;vazio
14200000040;13053-190;vazio;vazio
21300000023;13053-191;vazio;vazio
21400000050;13053-192;vazio;vazio
19000000084;13053-193;vazio;vazio
22100000098;13053-194;vazio;vazio
28400000080;13053-195;vazio;vazio
28500000007;13053-196;vazio;vazio
28000000075;13053-197;vazio;vazio
11700000020;13053-198;vazio;vazio
10900000066;13053-199;vazio;vazio
11900000083;13053-200;vazio;vazio
14000000098;13053-201;vazio;vazio
14600000056;13053-202;vazio;vazio
15500000047;13053-203;vazio;vazio
22700000056;13053-204;vazio;vazio
16400000038;13053-205;vazio;vazio
21700000039;13053-206;vazio;vazio
29100000019;13053-207;vazio;vazio
28200000028;13053-208;vazio;vazio
17800000060;13053-209;vazio;vazio
18900000004;13053-210;vazio;vazio
23900000026;13053-211;vazio;vazio
26200000093;13053-212;vazio;vazio
29200000045;13053-213;vazio;vazio
26400000046;13053-214;vazio;vazio
28300000054;13053-215;vazio;vazio
17300000029;13053-216;vazio;vazio
24500000038;13053-217;vazio;vazio
28600000033;13053-218;vazio;vazio
29300000071;13053-219;vazio;vazio
33500000029;13053-220;vazio;vazio
40000000043;13053-221;vazio;vazio
19200000037;13053-222;vazio;vazio
22000000061;13053-223;vazio;vazio
24800000017;13053-224;vazio;vazio
19500000016;13053-225;vazio;vazio
25400000029;13053-226;vazio;vazio
33700000081;13053-227;vazio;vazio
29800000003;13053-228;vazio;vazio
35200000084;13053-229;vazio;vazio
35100000058;13053-230;vazio;vazio
26900000088;13053-231;vazio;vazio
33800000008;13053-232;vazio;vazio
35400000037;13053-233;vazio;vazio
32700000064;13053-234;vazio;vazio
23600000047;13053-235;vazio;vazio
25500000055;13053-236;vazio;vazio
33100000013;13053-237;vazio;vazio
67500000022;13053-238;vazio;vazio
93500000088;13053-239;vazio;vazio
92300000008;13053-240;vazio;vazio
93800000067;13053-241;vazio;vazio
99800000070;13053-242;vazio;vazio
99900000005;13053-243;vazio;vazio
91400000017;13053-244;vazio;vazio
93000000046;13053-245;vazio;vazio
91600000070;13053-246;vazio;vazio
03600000020;13053-247;vazio;vazio
11400000041;13053-248;vazio;vazio
11600000002;13053-249;vazio;vazio
13100000005;13053-250;vazio;vazio
13300000050;13053-251;vazio;vazio
13600000039;13053-252;vazio;vazio
13200000023;13053-253;vazio;vazio
14300000077;13053-254;vazio;vazio
16200000085;13053-255;vazio;vazio
18200000010;13053-256;vazio;vazio
16500000064;13053-257;vazio;vazio
