89600000000;vazio;vazio
18400000072;vazio;vazio
30900000082;vazio;vazio
47300000053;vazio;vazio
;vazio;vazio
;vazio;vazio
;vazio;vazio
;vazio;vazio
;vazio;vazio
23800000008;vazio;vazio
12400000069;vazio;vazio
02100000071;vazio;vazio
68300000097;vazio;vazio
35500000063;vazio;vazio
01000000028;vazio;vazio
40900000090;vazio;vazio
69000000025;vazio;vazio
19100000000;vazio;vazio
02200000006;vazio;vazio
10300000006;vazio;vazio
10500000050;vazio;vazio
13700000065;vazio;vazio
14900000035;vazio;vazio
15300000094;vazio;vazio
21200000005;vazio;vazio
21100000070;vazio;vazio
19700000079;vazio;vazio
24300000085;vazio;vazio
33200000040;vazio;vazio
27900000003;vazio;vazio
19400000090;vazio;vazio
21800000065;vazio;vazio
22500000001;vazio;vazio
16700000017;vazio;vazio
27600000016;vazio;vazio
33600000055;vazio;vazio
17000000040;vazio;vazio
22400000077;vazio;vazio
14100000014;vazio;vazio
20900000074;vazio;vazio
24900000043;vazio;vazio
16900000070;vazio;vazio
17100000076;vazio;vazio
27100000084;vazio;vazio
21600000002;vazio;vazio
29600000050;vazio;vazio
18500000007;vazio;vazio
32800000090;vazio;vazio
32200000022;vazio;vazio
31700000047;vazio;vazio
32400000085;vazio;vazio
12700000048;vazio;vazio
65500000098;vazio;vazio
93700000030;vazio;vazio
92200000081;vazio;vazio
93400000051;vazio;vazio
92900000076;vazio;vazio
92700000013;vazio;vazio
91200000064;vazio;vazio
04000000080;vazio;vazio
15100000031;vazio;vazio
15600000073;vazio;vazio
25600000081;vazio;vazio
91500000043;vazio;vazio
92500000060;vazio;vazio
92500000060;vazio;vazio
92500000060;vazio;vazio
92500000060;vazio;vazio
92500000060;vazio;vazio
92500000060;vazio;vazio
92500000060;vazio;vazio
92500000060;vazio;vazio
92500000060;vazio;vazio
99600000018;vazio;vazio
93200000007;vazio;vazio
19300000063;vazio;vazio
35900000079;vazio;vazio
35800000042;vazio;vazio
15800000026;vazio;vazio
13500000002;vazio;vazio
11200000099;vazio;vazio
09000000076;vazio;vazio
33300000076;vazio;vazio
31200000005;vazio;vazio
24100000022;vazio;vazio
29500000024;vazio;vazio
12800000074;vazio;vazio
14200000040;vazio;vazio
21300000023;vazio;vazio
21400000050;vazio;vazio
19000000084;vazio;vazio
22100000098;vazio;vazio
28400000080;vazio;vazio
28500000007;vazio;vazio
28000000075;vazio;vazio
11700000020;vazio;vazio
10900000066;vazio;vazio
11900000083;vazio;vazio
14000000098;vazio;vazio
14600000056;vazio;vazio
15500000047;vazio;vazio
22700000056;vazio;vazio
16400000038;vazio;vazio
21700000039;vazio;vazio
29100000019;vazio;vazio
28200000028;vazio;vazio
17800000060;vazio;vazio
18900000004;vazio;vazio
23900000026;vazio;vazio
26200000093;vazio;vazio
29200000045;vazio;vazio
26400000046;vazio;vazio
28300000054;vazio;vazio
17300000029;vazio;vazio
24500000038;vazio;vazio
28600000033;vazio;vazio
29300000071;vazio;vazio
33500000029;vazio;vazio
40000000043;vazio;vazio
19200000037;vazio;vazio
22000000061;vazio;vazio
24800000017;vazio;vazio
19500000016;vazio;vazio
25400000029;vazio;vazio
33700000081;vazio;vazio
29800000003;vazio;vazio
35200000084;vazio;vazio
35100000058;vazio;vazio
26900000088;vazio;vazio
33800000008;vazio;vazio
35400000037;vazio;vazio
32700000064;vazio;vazio
23600000047;vazio;vazio
25500000055;vazio;vazio
33100000013;vazio;vazio
67500000022;vazio;vazio
93500000088;vazio;vazio
92300000008;vazio;vazio
93800000067;vazio;vazio
99800000070;vazio;vazio
99900000005;vazio;vazio
91400000017;vazio;vazio
93000000046;vazio;vazio
91600000070;vazio;vazio
03600000020;vazio;vazio
11400000041;vazio;vazio
11600000002;vazio;vazio
13100000005;vazio;vazio
13300000050;vazio;vazio
13600000039;vazio;vazio
13200000023;vazio;vazio
14300000077;vazio;vazio
16200000085;vazio;vazio
18200000010;vazio;vazio
16500000064;vazio;vazio
18300000046;vazio;vazio
18700000051;vazio;vazio
32500000001;vazio;vazio
21500000086;vazio;vazio
22300000040;vazio;vazio
27800000079;vazio;vazio
26800000051;vazio;vazio
23000000089;vazio;vazio
23700000073;vazio;vazio
25700000008;vazio;vazio
23100000005;vazio;vazio
32900000017;vazio;vazio
17400000055;vazio;vazio
34100000030;vazio;vazio
31300000031;vazio;vazio
19600000042;vazio;vazio
26100000067;vazio;vazio
24700000090;vazio;vazio
27000000058;vazio;vazio
28700000060;vazio;vazio
27300000037;vazio;vazio
25900000060;vazio;vazio
25200000076;vazio;vazio
27700000042;vazio;vazio
72100000039;vazio;vazio
85000000072;vazio;vazio
88800000045;vazio;vazio
92800000040;vazio;vazio
91100000038;vazio;vazio
