
0;vazio;vazio
57000000082;vazio;vazio
22600000020;vazio;vazio
22800000082;vazio;vazio
66700000068;vazio;vazio
1600007007;vazio;vazio
99200007015;vazio;vazio
1200007093;vazio;vazio
3300007054;vazio;vazio
72000007015;vazio;vazio
86500007034;vazio;vazio
14200007053;vazio;vazio
100000037;vazio;vazio
191;vazio;vazio
100000118;vazio;vazio
100000207;vazio;vazio
272;vazio;vazio
353;vazio;vazio
434;vazio;vazio
515;vazio;vazio
604;vazio;vazio
787;vazio;vazio
764;vazio;vazio
868;vazio;vazio
949;vazio;vazio
1082;vazio;vazio
1163;vazio;vazio
1244;vazio;vazio
1325;vazio;vazio
1406;vazio;vazio
1597;vazio;vazio
1678;vazio;vazio
1759;vazio;vazio
1830;vazio;vazio
1910;vazio;vazio
2054;vazio;vazio
2135;vazio;vazio
2282;vazio;vazio
2216;vazio;vazio
2231;vazio;vazio
2305;vazio;vazio
2488;vazio;vazio
2569;vazio;vazio
2657;vazio;vazio
2640;vazio;vazio
2720;vazio;vazio
2897;vazio;vazio
2801;vazio;vazio
2992;vazio;vazio
3026;vazio;vazio
3107;vazio;vazio
3162;vazio;vazio
3298;vazio;vazio
3379;vazio;vazio
3459;vazio;vazio
3450;vazio;vazio
3401;vazio;vazio
3530;vazio;vazio
3611;vazio;vazio
3700;vazio;vazio
3760;vazio;vazio
3883;vazio;vazio
